-0.395863 -0.551057 0.549272 0.218873 -0.167295 -0.348853 0.293393 -0.264337 0.562488 -0.644182 -0.574856 0.335270 -0.340879 -0.647197 -0.397368 -0.315385 -0.469529 -0.035184 0.625940 0.755729 -1.037588 -0.793580 -1.876467 -0.988635 0.455367 0.259849 0.572700 -0.323846 -1.806032 -1.036509 -0.293295 0.482588 0.614929 -0.483033 -0.536347 -1.466459 -1.077283 -0.861790 -0.924526 -0.440376 -0.533339 -0.146434 -0.759693 -0.360172 -0.092712 -0.907527 -1.621849 0.698723 -0.718922 0.541893 0.355576 -0.869309 0.419233 0.673729 -0.678900 -0.157506 -0.174393 -0.877410 -0.762741 0.149810 -1.182872 -1.318408 0.997609 -0.311461 -0.475188 
0.431324 0.551659 -0.374909 -0.452510 0.532964 -0.068450 -0.571347 -0.531337 -0.976113 -0.057178 0.952627 0.992182 0.737675 0.200703 -0.490126 0.054508 -0.545003 0.630935 1.107132 1.065890 1.457482 1.050973 0.650794 0.311886 -0.341672 -0.920531 1.060799 -0.040271 1.031372 0.553575 1.184695 1.002862 0.204757 -0.110365 0.170082 0.725687 0.909094 -0.445835 -0.253577 -0.140663 -0.713855 0.832328 0.192613 1.278583 0.316523 1.054355 -0.109070 0.192457 0.876050 -0.322444 -0.536552 -0.188370 1.139142 1.971254 1.516909 0.625598 -0.072102 -0.052645 0.895951 1.226108 1.635737 1.902329 0.312890 0.465589 0.749173 
-0.882981 -0.341696 0.705908 2.110299 2.198280 2.096696 0.789079 0.744575 -0.889306 0.028880 0.903900 2.379455 3.316235 2.560784 1.960665 -0.447397 -0.755640 0.039828 1.030518 1.829448 1.506817 1.455673 2.521205 1.089240 -0.580616 -0.758288 0.748948 1.582061 2.914856 2.609837 0.852565 0.741719 0.076609 -0.374080 -0.056597 2.649510 1.093914 2.954755 2.642503 0.020474 -0.688602 0.390085 -0.455094 2.397055 2.022283 2.449138 1.958413 0.318423 -0.906292 0.203376 0.102362 2.736704 1.553961 2.723359 2.855228 -0.062205 0.311001 0.475653 0.085591 0.332474 2.473302 2.986249 0.869911 0.181774 -0.486406 
0.350117 0.819126 -0.055036 0.788653 1.065135 0.196188 0.094978 -0.361553 -0.107999 -0.781919 -0.870932 0.034690 0.870532 1.342473 0.688821 -0.687381 -0.372768 -0.183578 0.818740 0.081752 -0.258358 0.818485 1.566097 0.014266 -0.154743 -0.087557 0.073801 0.383514 0.568040 -0.539074 0.246946 0.512761 -0.308199 -0.672627 0.136524 -0.472292 1.253823 0.805414 -0.266095 0.508465 -0.817526 -0.621830 0.128239 1.492078 -0.638420 -0.311227 0.077554 -0.151034 -0.954957 0.762741 1.078761 -0.536478 -0.532274 -0.395105 1.155238 -0.381805 -0.607394 0.052091 -0.723105 0.727187 -0.384243 0.299885 0.023524 -1.099842 -0.513440 
0.286152 0.904923 -0.055963 0.444747 -0.216794 -1.475087 -0.335853 -0.260956 -0.217878 0.171534 -0.620534 -0.236957 -0.836721 0.435614 -0.613907 -1.159043 -0.685709 -0.407582 -0.957632 -1.161017 0.298189 0.841657 -1.929539 -1.407655 0.817408 -0.731921 0.086271 -0.679529 -1.633659 -0.026565 -0.501942 -0.280413 -0.035584 0.925844 -1.071465 -1.684595 -1.382808 -0.713206 -1.302449 0.004748 0.695657 -0.303343 -0.049411 -0.905583 -1.345368 -1.351141 -0.868132 -0.554981 -0.893247 -0.300492 0.266048 -1.382423 -0.867458 0.379231 -1.124079 -0.901571 0.060698 -0.750007 -0.429478 0.648958 -0.697058 0.169682 -0.173696 0.312239 -0.359482 
-0.926084 0.929618 0.404932 0.224774 -0.387913 -0.626327 0.582673 0.715664 0.117065 -0.056579 -0.142955 -0.467075 -0.475365 0.476626 -0.099639 0.923750 -0.639801 0.304579 -0.783175 1.275084 1.038100 -0.254685 0.344269 0.129258 -0.546798 -0.039689 -0.616825 1.687873 0.561310 -0.443369 0.323861 -0.685394 -0.845005 0.625074 0.192421 1.127174 -0.830422 0.525035 0.419107 0.347472 0.933943 -0.979664 0.835693 -0.184890 -0.059353 0.056539 0.592108 1.146290 0.059670 0.866769 -0.334737 0.882272 1.241538 1.094283 0.927674 0.400990 0.448370 0.851786 0.382906 0.156802 -0.060027 -0.294706 -0.192091 0.067609 0.170465 
0.140574 -0.888684 0.251830 1.363644 1.740953 2.179243 1.703242 0.855457 0.801084 0.958951 1.505753 1.892305 1.474624 2.313029 1.831382 -0.180899 -0.781250 0.825163 -0.017698 1.798843 1.519353 1.776437 0.273984 -0.119624 0.239740 -0.495291 0.519397 1.930941 1.345006 1.407860 1.395377 -0.280578 0.360935 0.011447 -0.396617 1.573477 1.427617 3.165027 0.741327 -0.770067 0.349674 -0.077192 -0.657902 0.065664 1.141335 2.288544 1.459698 0.101787 -0.948897 -0.945469 -0.171113 2.067654 1.480007 2.370810 1.350658 1.251931 -0.356055 -0.784082 -0.699205 2.009680 2.815421 3.040302 1.349642 0.842731 0.768251 
0.205028 0.461630 0.127019 0.152892 0.456203 -0.581372 0.736671 0.052123 -0.779531 0.539901 -0.518873 -0.360765 0.337459 0.581819 0.912123 -0.406728 0.403152 -0.027529 -0.259059 0.279698 0.783892 -0.727072 0.551038 0.208650 -0.482376 0.082783 0.437685 -0.119365 -0.468022 0.815414 0.742224 -0.026817 -0.731728 -0.411179 0.459823 0.441567 1.099945 1.137256 0.917460 -0.379959 -0.357823 0.338695 0.184758 0.465451 -0.193458 0.929978 0.668668 -0.453535 -0.079918 -0.360766 -0.516434 -0.862378 0.184630 0.714364 0.625488 0.694814 -0.592760 -0.216842 0.572901 0.484426 -0.613505 -0.575524 -0.985055 -0.761498 -0.708854 
0.157911 -0.053603 -0.022123 0.104243 -0.563377 -0.110221 0.285549 0.552294 -0.196066 0.196040 0.021319 -0.471393 -0.830843 -1.309223 -0.544859 -0.072144 0.230134 0.855591 0.061732 -0.641790 -0.738349 -1.532776 -1.314058 0.047531 -0.464356 0.785806 0.164527 -0.258327 -1.045405 -1.436192 -0.439847 -0.498762 0.573808 -0.073959 0.728251 0.647772 -0.088052 -0.202486 -1.078071 0.149503 0.615903 -0.380390 -1.092048 0.031116 -1.419683 -1.439238 0.134023 0.781117 -0.900034 0.755831 -0.659368 0.083989 -1.163598 -1.317583 -1.241038 0.482146 -0.646565 0.112378 0.253213 -1.519154 -1.918291 -0.125843 -0.296485 0.876271 0.012217 
-0.315008 -0.967997 0.090154 0.224141 0.172502 0.410729 0.468223 -0.501344 -0.984342 0.922135 0.197508 1.075208 -0.213753 1.112707 -0.694011 0.850798 0.021286 0.348745 -0.469627 0.950588 1.219195 -0.944491 1.120779 -0.003199 0.850073 -0.817018 -0.383987 0.557448 1.477847 0.585881 -0.063432 0.387820 -0.973510 -0.374480 0.231800 0.534844 0.957211 1.131399 0.299263 -0.523834 0.668194 -0.818789 -0.282850 1.137125 1.295180 0.745681 0.737552 -0.310984 0.182745 -0.493079 0.356996 -0.089929 1.322897 0.200074 0.159793 -0.336481 0.634661 0.615383 0.111879 0.870866 1.136052 0.057047 0.488152 -0.911976 -0.402426 
